pet_15705, 3370, 蛋糕, 甜點
pet_11453, 3354, 讀書, 開心
pet_5773, 3388, 大聲唱歌, 唱歌
pet_10891, 3391, 貓咪, 睡覺
pet_7434, 3391, 貓咪, 睡覺
pet_7167, 3412, 看電影, 吃東西
pet_15885, 3380, 枕頭, 上床
pet_12374, 3380, 枕頭, 上床
pet_8869, 3380, 枕頭, 上床
pet_14282, 3412, 吃東西, 開心
pet_5067, 3412, 吃東西, 開心
pet_12756, 3360, 出國, 買機票
pet_11298, 3360, 出國, 買機票
pet_3881, 3360, 出國, 買機票
pet_11915, 3389, 哭, 覺得難過
pet_11546, 3389, 哭, 覺得難過
pet_14268, 3383, 小狗, 看家
pet_12824, 3378, 枕頭, 房間
pet_12375, 3378, 枕頭, 房間
pet_4008, 3378, 枕頭, 房間
pet_12783, 3360, 下雨, 撐傘
pet_11635, 3412, 上課, 看書
pet_11284, 3412, 上課, 看書
pet_14497, 3354, 開心, 跳舞
pet_7434, 3412, 髒, 洗澡
pet_28, 3380, 手, 看書
pet_8869, 3354, 上網, 開心
pet_196, 3360, 感冒, 看醫生
pet_4783, 3387, 付出, 錢
pet_7501, 3387, 付出, 錢
pet_11644, 3388, 害羞, 告白
pet_15748, 3383, 我, 很多
pet_15417, 3391, 爸爸, 錢
pet_8783, 3380, 可樂, 看電影
pet_601, 3366, 鞋子, 皮革
pet_14795, 3377, 桌子, 學校
pet_11945, 3404, 有人找, 電話響了
pet_8736, 3404, 有人找, 電話響了
pet_11108, 3368, 豆漿, 大豆
pet_15143, 3354, 生病, 吃藥
pet_11480, 3388, 煮麵, 吃麵
pet_12765, 3380, 刀, 吃飯
pet_11385, 3378, 老師, 補習班
pet_14257, 3355, 車禍, 受傷
pet_14568, 3365, 音樂, 生活
pet_12060, 3367, 冰, 水
pet_15705, 3409, 紅色, 生氣
pet_15754, 3386, 睡覺, 放鬆
pet_5227, 3375, 小鳥, 窗
pet_9608, 3368, 茶, 茶葉
pet_15690, 3370, 電腦, 發明
pet_15655, 3389, 偷懶, 工作
pet_13722, 3356, 失眠, 睡不著
pet_15417, 3412, 痛, 大叫
pet_15035, 3412, 痛, 大叫
pet_7179, 3388, 找CD, 聽音樂
pet_14963, 3388, 找CD, 聽音樂
pet_15747, 3399, 糖果, 好吃的
pet_12181, 3353, 喝水, 尿尿
pet_12224, 3354, 擁抱, 快樂
pet_15694, 3415, 早上, 洗臉
pet_10842, 3369, 糖果, 糖
pet_11809, 3389, 打哈欠, 無聊
pet_12942, 3356, 喝水, 尿尿
pet_15670, 3412, 肚子餓, 想吃東西
pet_12203, 3412, 肚子餓, 想吃東西
pet_15669, 3388, 點歌, 唱歌
pet_13220, 3388, 點歌, 唱歌
pet_14618, 3356, 太胖, 減肥
pet_12536, 3409, 粉紅色, 可愛
pet_6237, 3368, 衣服, 石油
pet_12949, 3412, 吃飯, 用湯匙
pet_11542, 3412, 放屁, 害羞
pet_5802, 3412, 放屁, 害羞
pet_3871, 3412, 放屁, 害羞
pet_1746, 3369, 餅乾, 麵粉
pet_15739, 3370, 牛排, 食物
pet_15672, 3370, 牛排, 食物
pet_15345, 3354, 上網, 高興
pet_15670, 3380, 皮包, 拿錢
pet_15508, 3380, 皮包, 拿錢
pet_9682, 3360, 洗澡, 洗腳
pet_13348, 3399, 戀愛, 快樂
pet_11170, 3357, 朋友, 好運
pet_12148, 3388, 賺錢, 錢
pet_13455, 3353, 被罵, 打人
pet_15737, 3357, 看電視, 開心
pet_15035, 3384, 電腦, 關機
pet_15660, 3353, 天氣冷, 發抖
pet_15660, 3353, 天氣冷, 發抖
pet_11193, 3393, 人, 失敗
pet_9578, 3393, 人, 失敗
pet_13653, 3385, 微笑, 開心
pet_13688, 3380, 腳, 打架
pet_11915, 3412, 被打, 報警
pet_14805, 3388, 吃東西, 看電視
pet_12046, 3353, 坐車, 睡覺
pet_12039, 3360, 泡茶, 準備茶葉
pet_1308, 3377, 牧師, 教堂
pet_4155, 3377, 牧師, 教堂
pet_15737, 3357, 看電視, 知識
pet_11648, 3366, 杯子, 陶土
pet_12280, 3380, 腳, 騎腳踏車
pet_13925, 3360, 洗澡, 脫衣
pet_9396, 3360, 泡茶, 拿茶葉
pet_12510, 3370, 筆, 工具
pet_5372, 3412, 晚上, 吃飯
pet_864, 3380, 零錢, 搭公車
pet_12302, 3390, 媽媽, 我
pet_15387, 3380, 錢, 存錢
pet_15656, 3367, 房子, 水泥
pet_12794, 3380, 嘴巴, 吃東西
pet_5703, 3380, 嘴巴, 吃東西
pet_15660, 3386, 唱歌, 發洩
pet_13836, 3388, 買股票, 賺錢
pet_4355, 3388, 買股票, 賺錢
pet_7179, 3380, 繩子, 跳繩
pet_12192, 3367, 空氣, 氮
pet_15778, 3395, 學生, 爛老師
pet_14266, 3391, 我, 買東西
pet_14573, 3370, 人類, 生物
pet_14202, 3392, 小叮噹, 老鼠
pet_13204, 3390, 你, 唱歌
pet_4193, 3353, 天冷, 吃火鍋
pet_14033, 3356, 有錢, 開心
pet_12877, 3354, 逛街, 高興
pet_7786, 3412, 快樂, 笑
pet_15677, 3380, 舞伴, 跳舞
pet_14158, 3404, 詐騙集團, 電話響了
pet_4238, 3393, 你, 狗
pet_12794, 3365, 手背, 手
pet_15417, 3387, 念書, 好成績
pet_2452, 3387, 念書, 好成績
pet_14082, 3395, 老鼠, 貓
pet_10698, 3385, 吃飯, 開心
pet_28, 3377, 飛機, 天空
pet_9837, 3389, 罵人, 不爽
pet_11556, 3387, 努力, 權力
pet_13431, 3371, 他, 家
pet_12864, 3380, 電, 看電視
pet_12479, 3390, 爸爸, 兒子
pet_12046, 3377, 針筒, 醫院
pet_10584, 3415, 廁所, 照鏡子
pet_9837, 3360, 洗澡, 拖衣服
pet_12370, 3393, 人, 螞蟻
pet_10894, 3393, 人, 螞蟻
pet_10844, 3393, 人, 螞蟻
pet_15700, 3393, 小孩, 壞人
pet_13038, 3385, 喝水, 吃藥
pet_11556, 3353, 睡覺, 做夢
pet_15172, 3354, 我, 難過
pet_8581, 3383, 你, 唱歌
pet_12062, 3390, 女人, 名牌
pet_15712, 3368, 麵包, 巧克力
pet_3027, 3399, 垃圾, 臭
pet_10584, 3386, 休息, 恢復體力
pet_15670, 3412, 肚子餓, 咕咕叫
pet_15670, 3412, 肚子餓, 咕咕叫
pet_15705, 3392, 學生, 老師
pet_12510, 3356, 累, 想睡
pet_15482, 3367, 水, 分子
pet_11562, 3393, 老虎, 大象
pet_6517, 3366, 吉他, 木頭
pet_13534, 3360, 吃飯, 開電視
pet_13811, 3384, 小狗, 撒尿
pet_10521, 3377, 法官, 法院
pet_15662, 3385, 開心, 心情好
pet_14282, 3380, 電腦, 讀書
pet_12108, 3387, 跑步, 健康的身體
pet_3167, 3387, 跑步, 健康的身體
pet_10669, 3366, 頭髮, 蛋白質
pet_8341, 3366, 頭髮, 蛋白質
pet_15387, 3365, 籃框, 籃球
pet_5949, 3370, 雞, 家禽
pet_196, 3370, 雞, 家禽
pet_5227, 3353, 生日, 吃大餐
pet_15669, 3380, 棍子, 打人
pet_13038, 3354, 工作, 有成就感
pet_13376, 3360, 睡覺, 喝水
pet_13479, 3358, 嚼檳榔, 口腔癌
pet_14269, 3371, 衣服, 衣櫥
pet_196, 3360, 感冒, 吃藥
pet_11453, 3357, 吃飯, 體力
pet_15881, 3415, 學校, 翹課
pet_15898, 3387, 有車, 女朋友
pet_15773, 3360, 聽音樂, 開音響
pet_12380, 3393, 蟑螂, 鐵鎚
pet_15711, 3377, 雲, 天空
pet_7006, 3377, 雲, 天空
pet_14228, 3391, 老闆, 賺大錢
pet_14987, 3383, 你, 上網
pet_11108, 3383, 你, 上網
pet_14592, 3385, 吃飯, 有嘴巴
pet_15837, 3365, 大腦, 身體
pet_9374, 3365, 大腦, 身體
pet_9257, 3365, 大腦, 身體
pet_13387, 3388, 開電腦, 打電動
pet_15157, 3391, 爸爸, 吃飯
pet_13840, 3386, 睡覺, 長大
pet_13934, 3399, 失戀, 痛苦
pet_15660, 3360, 洗手, 開水
pet_5734, 3360, 洗手, 開水
pet_1123, 3360, 洗手, 開水
pet_15697, 3380, 飼料, 養寵物
pet_10604, 3380, 飼料, 養寵物
pet_13038, 3393, 他, 鬼
pet_11860, 3383, 狗, 大便
pet_12878, 3412, 吃飯, 配飲料
pet_12923, 3356, 洗澡, 香香
pet_15773, 3388, 開冰箱, 吃飯
pet_7228, 3353, 失戀, 難過
pet_13861, 3380, 衛生紙, 便便
pet_5949, 3370, 雞, 動物
pet_15912, 3356, 你, 他
pet_12295, 3358, 地震, 房屋倒塌
pet_15478, 3391, 老師, 罵人
pet_8320, 3365, 水, 海洋
pet_11891, 3387, 開心, 快樂
pet_12998, 3387, 有愛心, 寵物
pet_13405, 3386, 上廁所, 大便
pet_12840, 3378, 雲, 天上
pet_15637, 3412, 跑步, 喘
pet_15018, 3360, 上床, 刷牙
pet_10901, 3393, 惡魔, 天使
pet_11915, 3377, 狗, 公園
pet_9588, 3377, 狗, 公園
pet_8514, 3377, 狗, 公園
pet_12280, 3389, 睡覺, 覺得無聊
pet_14884, 3383, 雞, 睡覺
pet_15660, 3365, 舌頭, 身體
pet_4155, 3365, 舌頭, 身體
pet_11809, 3389, 發呆, 沒事做
pet_15035, 3356, 肚子餓, 生氣
pet_15633, 3392, 我, 病痛
pet_14590, 3383, 我, 賺錢
pet_4998, 3354, 吃東西, 變胖
pet_12557, 3390, 你, 吃東西
pet_12203, 3353, 天氣冷, 泡溫泉
pet_10320, 3412, 睡覺, 開心
pet_2292, 3412, 睡覺, 開心
pet_15406, 3384, 人, 死
pet_6493, 3389, 大便, 上廁所
pet_7259, 3389, 大便, 上廁所
pet_14505, 3393, 壞人, 狗
pet_11385, 3360, 睡覺, 躺下來
pet_11480, 3388, 聽音樂, 休息
pet_11556, 3388, 聽音樂, 休息
pet_10832, 3388, 聽音樂, 休息
pet_12230, 3366, 球棒, 報紙
pet_11865, 3356, 玩, 開心
pet_14703, 3383, 人, 玩
pet_11648, 3380, 耳機, 聽歌
pet_14573, 3370, 愛情, 幸福
pet_11562, 3370, 愛情, 幸福
pet_11562, 3380, 車, 出門
pet_11169, 3380, 洗澡, 流汗
pet_11644, 3380, 椅子, 吃飯
pet_12295, 3360, 吃泡麵, 加熱水
pet_12230, 3360, 吃泡麵, 加熱水
pet_15748, 3386, 吃飯, 變胖
pet_14033, 3386, 談戀愛, 開心
pet_15145, 3357, 幸運物, 好運
pet_6922, 3356, 吃飯, 不餓
pet_11915, 3389, 睡覺, 疲累
pet_15018, 3412, 看電視, 翹腳
pet_15356, 3353, 被打, 哭
pet_13513, 3390, 狗, 骨頭
pet_13033, 3355, 分手, 哭
pet_8098, 3355, 分手, 哭
pet_4634, 3356, 沒錢, 搶劫
pet_13731, 3409, 貓咪, 可愛
pet_15551, 3380, 手, 發呆
pet_13455, 3380, 手, 運動
pet_15810, 3355, 吃飯, 上廁所
pet_15810, 3355, 吃飯, 上廁所
pet_15810, 3355, 吃飯, 想睡覺
pet_15810, 3355, 吃飯, 想睡覺
pet_15893, 3383, 小孩, 讀書
pet_15810, 3356, 讀書, 有知識
pet_15810, 3389, 逛街, 快樂
pet_10686, 3412, 失戀, 難過
pet_9257, 3377, 知識, 學校
pet_15694, 3385, 變胖, 吃太多
pet_15417, 3366, 桌子, 水泥
pet_12566, 3380, 床, 想睡覺
pet_13195, 3388, 翻冰箱, 吃飯
pet_15633, 3391, 妹妹, 吃飯
pet_7141, 3391, 妹妹, 吃飯
pet_15673, 3358, 闖紅燈, 車禍
pet_15082, 3393, 人類, 獅子
pet_6493, 3366, 電腦, 軟體
pet_15494, 3380, 眼睛, 發呆
pet_9781, 3412, 不開心, 睡覺
pet_12920, 3353, 颱風天, 待在家
pet_7249, 3385, 哭, 心情不好
pet_6143, 3389, 躺下, 累
pet_13721, 3383, 兔子, 跳
pet_5035, 3383, 兔子, 跳
pet_11915, 3391, 生氣, 打人
pet_9492, 3386, 唸書, 未來
pet_6365, 3391, 老師, 下課
pet_4967, 3354, 看電視, 發呆
pet_15759, 3389, 喝飲料, 餓
pet_9080, 3368, 布丁, 糖
pet_6493, 3360, 考試, 拿筆
pet_15810, 3356, 讀書, 快樂
pet_15694, 3390, 小貓, 吃魚
pet_4934, 3415, 聖誕節, 吃火雞
pet_12878, 3355, 上廁所, 擦屁股
pet_13455, 3353, 睡覺, 蓋被子
pet_11074, 3385, 打噴嚏, 感冒
pet_14618, 3387, 錢, 食物
pet_15910, 3356, 快樂, 滿足
pet_15753, 3356, 快樂, 滿足
pet_11241, 3393, 小狗, 老虎
pet_3362, 3378, 刀子, 廚房
pet_12486, 3378, 飛機, 天上
pet_11874, 3370, 課本, 書
pet_7017, 3360, 睡覺, 調鬧鐘
pet_8483, 3367, 汽水, 水
pet_7259, 3366, 衣服, 纖維
pet_7259, 3366, 衣服, 纖維
pet_14963, 3388, 很累, 睡覺
pet_15837, 3391, 我, 電腦
pet_8496, 3391, 我, 電腦
pet_229, 3353, 傷心, 睡覺
pet_1565, 3368, 火腿, 豬肉
pet_9781, 3389, 看電視, 覺得無聊
pet_15785, 3354, 睡覺, 補充體力
pet_13055, 3386, 打人, 發洩
pet_11262, 3357, 交女朋友, 快樂
pet_6961, 3357, 交女朋友, 快樂
pet_12320, 3390, 周杰倫, 唱歌
pet_13387, 3389, 睡覺, 吃太飽
pet_3087, 3383, 吃飯, 喝湯
pet_9364, 3383, 吃飯, 喝湯
pet_11167, 3390, 我, 看電影
pet_9080, 3388, 聽廣播, 聽音樂
pet_7179, 3388, 聽廣播, 聽音樂
pet_6896, 3388, 聽廣播, 聽音樂
pet_4193, 3388, 聽cd, 聽音樂
pet_7179, 3388, 開喇叭, 聽音樂
pet_15341, 3388, 開喇叭, 聽音樂
pet_11814, 3355, 地震, 停電
pet_14834, 3377, 水果, 冰箱
pet_11865, 3384, 睡覺, 流口水
pet_13656, 3384, 睡覺, 夢遊
pet_4438, 3360, 打電話, 拿起電話
pet_12877, 3371, 錢, 郵局
pet_7167, 3371, 錢, 郵局
pet_12878, 3355, 一夜情, 懷孕
pet_12436, 3360, 吃飯, 肚子餓
pet_11021, 3354, 高興, 跳舞
pet_7808, 3385, 喝水, 缺水
pet_1197, 3399, 主人, 我
pet_11896, 3389, 聽音樂, 讀書
pet_11517, 3378, 酒, 酒店
pet_12116, 3384, 小孩, 鬧
pet_15027, 3371, 爸爸, 家
pet_1541, 3412, 開電腦, 上PTT
pet_14927, 3354, 戀愛, 難過
pet_10593, 3357, 我, 幸運
pet_10227, 3357, 我, 幸運
pet_12783, 3354, 看電視, 興奮
pet_15665, 3412, 出門, 穿鞋子
pet_15342, 3412, 出門, 穿鞋子
pet_3647, 3354, 思考, 聰明
pet_864, 3354, 生日, 開心
pet_7151, 3354, 生日, 開心
pet_13534, 3391, 看書, 睡覺
pet_15669, 3353, 肚子餓, 吃雞排
pet_4280, 3380, 錢, 花錢
pet_5613, 3380, 錢, 花錢
pet_10276, 3390, 你, 看書
pet_15695, 3412, 肚子痛, 大便
pet_11898, 3371, 主任, 學校
pet_1580, 3371, 主任, 學校
pet_15644, 3380, 椅子, 休息
pet_14282, 3388, 睡覺, 無聊
pet_10103, 3404, 心情好, 開心
pet_7017, 3404, 心情好, 開心
pet_1027, 3360, 喝水, 買水
pet_12166, 3360, 喝水, 買水
pet_14963, 3383, 無聊, 看書
pet_15775, 3389, 上床, 想睡覺
pet_6247, 3412, 開心, 吃飯
pet_6493, 3366, 電腦, 硬體
pet_12889, 3366, 房子, 稻草
pet_15785, 3383, 貓, 追老鼠
pet_14115, 3356, 不舒服, 睡覺
pet_15320, 3355, 被打, 哭
pet_12363, 3355, 被打, 哭
pet_10559, 3390, 兔子, 跳
pet_4522, 3366, 毛衣, 毛線
pet_5947, 3380, 包包, 出門
pet_4469, 3380, 包包, 出門
pet_248, 3383, 小朋友, 玩遊戲
pet_11453, 3393, 男生, 女生
pet_15694, 3415, 早上, 刷牙
pet_8175, 3412, 換衣服, 脫衣服
pet_13460, 3384, 鬧鐘, 叫人起床
pet_15379, 3357, 跑步, 健康
pet_12954, 3357, 跑步, 健康
pet_12917, 3356, 吃飯, 肚子飽
pet_15033, 3353, 睡覺, 休息
pet_14257, 3353, 睡覺, 休息
pet_13038, 3366, 桌子, 壓克力
pet_11282, 3388, 慢跑, 運動
pet_13824, 3387, 充實自己, 錢
pet_11459, 3354, 看書, 增長見聞
pet_7895, 3373, 地板, 桌子
pet_15872, 3356, 恨, 討厭
pet_13387, 3388, 開電視, 打電動
pet_14306, 3383, 貓, 玩逗貓棒
pet_8683, 3354, 快樂, 跳舞
pet_15840, 3380, 嘴巴, 笑
pet_5925, 3380, 嘴巴, 笑
pet_7786, 3378, 豬, 動物園
pet_11447, 3378, 豬, 動物園
pet_11562, 3370, 愛情, 快樂
pet_15837, 3384, 小雞, 跳
pet_14266, 3393, 牛, 獅子
pet_15791, 3399, 水, 可以喝
pet_7482, 3384, 我, 叫
pet_2384, 3366, 冰淇淋, 草莓
pet_12756, 3415, 生日, 切蛋糕
pet_15785, 3354, 中樂透, 爽
pet_14009, 3371, 花, 土
pet_15049, 3360, 煮泡麵, 買泡麵
pet_11021, 3360, 出國, 辦護照
pet_12756, 3360, 出國, 辦護照
pet_11449, 3360, 睡覺, 擦乳液
pet_7960, 3360, 睡覺, 擦乳液
pet_14394, 3383, 睡覺, 做夢
pet_515, 3392, 小雞, 大便
pet_15281, 3395, 胖子, 瘦子
pet_12510, 3384, 狗, 睡
pet_14108, 3386, 運動, 強身
pet_9326, 3393, 正妹, 變態
pet_196, 3358, 吵架, 離婚
pet_2036, 3369, 茶, 茶葉
pet_41, 3366, 錢, 金屬
pet_12078, 3393, 蟲, 雞
pet_13822, 3385, 哭, 悲傷
pet_7752, 3391, 老師, 罵學生
pet_10739, 3412, 快樂, 高興
pet_15143, 3357, 吃飯, 營養
pet_15824, 3377, 書桌, 家裡
pet_15690, 3354, 上PTT, 長知識
pet_14268, 3358, 熬夜, 肝硬化
pet_64, 3357, 四葉草, 幸運
pet_12374, 3385, 逛街, 想買東西
pet_8616, 3412, 失戀, 喝酒
pet_4000, 3380, 耳朵, 聽音樂
pet_14165, 3358, 感冒, 喉嚨痛
pet_2803, 3355, 喝水, 上廁所
pet_4521, 3355, 喝水, 上廁所
pet_12124, 3383, 老師, 唸書
pet_7266, 3366, 魚丸, 魚肉
pet_5389, 3368, 蛋糕, 起司
pet_7328, 3389, 吃飯, 運動後
pet_14573, 3415, 宿舍, 睡覺
pet_12795, 3392, 老師, 打人
pet_7003, 3392, 老師, 打人
pet_13179, 3388, 連線, 上網
pet_15881, 3360, 吃泡麵, 燒開水
pet_13238, 3385, 睡覺, 病了
pet_11083, 3385, 睡覺, 病了
pet_12480, 3353, 不想吃麵, 吃飯
pet_15759, 3389, 睡覺, 餓
pet_15748, 3383, 狗, 吃東西
pet_13653, 3383, 青蛙, 游泳
pet_14282, 3357, 家人, 幸福
pet_11556, 3378, 書, 房間
pet_9071, 3378, 書, 房間
pet_551, 3385, 看醫生, 感冒
pet_10832, 3385, 看醫生, 不舒服
pet_15705, 3370, 蛋糕, 食物
pet_15227, 3409, 黑色, 夜晚
pet_15810, 3368, 桌子, 木材
pet_15694, 3378, 小狗, 公園
pet_15677, 3388, 找人, 玩遊戲
pet_1181, 3355, 下班, 吃飯
pet_864, 3384, 生病, 不舒服
pet_12381, 3380, 眼睛, 打電腦
pet_15837, 3387, 少花錢, 錢
pet_15712, 3409, 綠色, 大自然
pet_11147, 3354, 音樂, 開心
pet_12583, 3368, 電腦, 鐵
pet_12939, 3380, 毯子, 睡覺
pet_15879, 3365, 眼睛, 靈魂
pet_15132, 3365, 眼睛, 靈魂
pet_1308, 3377, 神父, 教堂
pet_9837, 3353, 快樂, 笑
pet_9632, 3353, 快樂, 笑
pet_6537, 3378, 錢, 阿扁
pet_15753, 3355, 喝酒, 嘔吐
pet_15660, 3380, 面紙, 哭
pet_386, 3389, 洗澡, 髒髒
pet_13853, 3386, 上網, 無聊
pet_14282, 3357, 養寵物, 麻煩
pet_11753, 3412, 跑步, 流汗
pet_5286, 3412, 跑步, 流汗
pet_15637, 3412, 跑步, 累
pet_2196, 3365, 袖子, 衣服
pet_15018, 3404, 有人打來, 電話響
pet_12114, 3388, 拿湯匙, 吃飯
pet_9837, 3383, 鳥, 吃
pet_12998, 3412, 讀書, 想睡覺
pet_6493, 3357, 開車, 車禍
pet_11562, 3390, 貓, 玩
pet_15712, 3356, 開心, 高興
pet_11915, 3388, 躺著, 睡覺
pet_12848, 3380, 睡袋, 睡覺
pet_14497, 3366, 床, 棉花
pet_15670, 3415, 吃飯前, 洗手
pet_9545, 3378, 蟑螂, 廁所
pet_13578, 3378, 浴缸, 廁所
pet_8827, 3380, 滑鼠, 逛網拍
pet_15669, 3380, 滑鼠, 逛網拍
pet_10369, 3380, 衛生紙, 嗯嗯
pet_11410, 3377, 狗大便, 公園
pet_12783, 3375, 天空, 窗
pet_10, 3375, 天空, 窗
pet_12465, 3357, 聖誕老人, 禮物
pet_15665, 3415, 睡覺時, 做夢
pet_11513, 3384, 狗, 撒嬌
pet_6493, 3354, 看書, 高興
pet_6493, 3354, 看書, 高興
pet_13477, 3384, 女人, 化妝
pet_15027, 3371, 媽媽, 家
pet_2, 3387, 飲食正常, 健康的身體
pet_15662, 3392, 我, 被罵
pet_15785, 3354, 看書, 有氣質
pet_11644, 3367, 細胞, 分子
pet_11786, 3354, 玩遊戲, 興奮
pet_13188, 3391, 口渴, 喝水
pet_15091, 3380, 電話, 找媽媽
pet_12329, 3357, 上網, 快樂
pet_5636, 3357, 上網, 快樂
pet_12756, 3378, 人, 操場
pet_12495, 3370, 狗, 生物
pet_15558, 3412, 餓, 吃
pet_13894, 3412, 感動, 哭
pet_3017, 3412, 感動, 哭
pet_13229, 3360, 上網, 連線
pet_11482, 3360, 上網, 連線
pet_15785, 3366, 紙, 木材
pet_15644, 3371, 人, 車
pet_13626, 3378, 人, 路上
pet_14573, 3415, 廁所, 上廁所
pet_12311, 3371, 盪鞦韆, 公園
pet_9733, 3387, 睡覺, 快樂
pet_8145, 3387, 睡覺, 快樂
pet_15289, 3378, 熊貓, 大陸
pet_14165, 3378, 熊貓, 大陸
pet_12513, 3380, 止痛藥, 頭痛
pet_15637, 3389, 聽音樂, 哭
pet_28, 3391, 阿扁, 出獄
pet_14680, 3360, 生病, 吃藥
pet_14680, 3360, 生病, 睡覺
pet_15753, 3356, 快樂, 微笑
pet_12329, 3380, 蚊帳, 睡覺
pet_10661, 3392, 你, 大便
pet_15753, 3353, 肚子餓, 找食物
pet_12267, 3415, 母親節, 送禮物
pet_9837, 3388, 開電腦, 看電視
pet_7997, 3388, 開電腦, 看電視
pet_15712, 3370, 小孩, 天使
pet_15712, 3370, 小孩, 天使
pet_12017, 3384, 狗, 拉屎
pet_11648, 3360, 吃飯, 睡覺
pet_13596, 3380, 螢幕, 上網
pet_3765, 3385, 吃餅乾, 肚子餓
pet_263, 3412, 一個人, 寂寞
pet_12498, 3354, 失戀, 想死
pet_12486, 3375, 老師, 教室
pet_11834, 3357, 賭博, 金錢
pet_14269, 3357, 賣東西, 金錢
pet_14223, 3356, 放假, 開心
pet_11323, 3360, 跑步, 穿鞋子
pet_10589, 3384, 打人, 被打
pet_15834, 3360, 喝湯, 拿碗
pet_5049, 3360, 喝湯, 拿碗
pet_11546, 3366, 湯, 水
pet_14163, 3375, 操場, 教室
pet_11915, 3355, 失戀, 哭
pet_6517, 3355, 失戀, 哭
pet_13455, 3377, 桌子, 客廳
pet_28, 3353, 下大雨, 撐傘
pet_13405, 3387, 保養, 美麗的臉蛋
pet_12380, 3378, 小孩, 動物園
pet_11555, 3353, 搔癢, 笑
pet_11333, 3393, 膽小鬼, 蟑螂
pet_15660, 3390, 小狗, 飼料
pet_12254, 3371, 花, 公園
pet_13721, 3357, 有錢, 快樂
pet_864, 3380, 悠遊卡, 搭公車
pet_13069, 3377, 衣服, 服飾店
pet_13204, 3377, 衣服, 服飾店
pet_15705, 3360, 煮飯, 有電鍋
pet_5348, 3415, 家裡, 睡
pet_6232, 3415, 家裡, 睡
pet_12302, 3389, 吃東西, 餓了
pet_11418, 3380, 手, 打噴嚏
pet_13565, 3380, 枕頭, 做夢
pet_13010, 3353, 運動後, 睡覺
pet_2923, 3393, 羊, 獅子
pet_13780, 3356, 吃東西, 快樂
pet_15877, 3388, 帶錢, 出門
pet_7895, 3388, 帶錢, 出門
pet_5773, 3353, 無聊的時候, 看電視
pet_28, 3353, 無聊的時候, 看電視
pet_15705, 3360, 煮飯, 加水
pet_15662, 3409, 紫色, 神秘
pet_14060, 3409, 紫色, 神秘
pet_15912, 3356, 你, 愛
pet_11915, 3412, 失火, 報警
pet_12510, 3389, 吃零食, 無聊
pet_12060, 3389, 吃零食, 看電影
pet_14568, 3412, 煮飯, 洗米
pet_6191, 3412, 煮飯, 洗米
pet_12387, 3378, 鯊魚, 海裡
pet_13653, 3385, 微笑, 高興
pet_14548, 3378, 房間, 旅館
pet_14987, 3380, 鑰匙, 鎖門
pet_13626, 3378, 車, 路上
pet_8758, 3378, 車, 路上
pet_15731, 3377, 蔬菜, 冰箱
pet_10211, 3377, 蔬菜, 冰箱
pet_15387, 3365, 腳, 四肢
pet_15681, 3365, 毛巾, 浴室
pet_15867, 3365, 蓮蓬頭, 浴室
pet_12656, 3395, 情侶, 第三者
pet_15417, 3355, 喝水, 解渴
pet_11555, 3355, 喝水, 解渴
pet_15120, 3357, 讀書, 好成績
pet_248, 3395, 女人, 變胖
pet_12939, 3360, 無聊, 看電視
pet_12939, 3360, 無聊, 看電視
pet_15642, 3370, 電影, 娛樂
pet_2395, 3370, 電影, 娛樂
pet_10125, 3370, 電影, 娛樂
pet_4238, 3388, 拿錢, 買東西
pet_15801, 3386, 我, 睡覺
pet_13353, 3386, 我, 睡覺
pet_4193, 3412, 肚子餓, 買便當
pet_13891, 3386, 上網, 增加知識
pet_13208, 3385, 運動, 想要健康
pet_13861, 3360, 睡覺, 躺平
pet_11140, 3360, 睡覺, 躺平
pet_14573, 3370, 愛情, 情感
pet_15672, 3380, 錢, 去逛街
pet_15637, 3380, 錢, 去逛街
pet_11698, 3380, 錢, 去逛街
pet_12897, 3367, 桌子, 鐵
pet_15417, 3365, 桌球拍, 桌球
pet_5459, 3365, 桌球拍, 桌球
pet_1861, 3365, 桌球拍, 桌球
pet_15672, 3412, 游泳, 戴泳帽
pet_4634, 3412, 游泳, 戴泳帽
pet_28, 3412, 游泳, 戴泳帽
pet_15049, 3412, 游泳, 戴泳帽
pet_2306, 3412, 游泳, 戴泳帽
pet_11459, 3380, 音響, 開音樂
pet_14266, 3380, 音響, 開音樂
pet_14568, 3380, 音響, 開音樂
pet_15586, 3380, 床, 放輕鬆
pet_15586, 3380, 床, 放輕鬆
pet_15417, 3380, 床, 放輕鬆
pet_15417, 3380, 床, 放輕鬆
pet_15406, 3380, 床, 放輕鬆
pet_14573, 3388, 拿CD, 放音樂
pet_15205, 3388, 拿CD, 放音樂
pet_15205, 3388, 拿CD, 放音樂
pet_15856, 3365, 手套, 棒球
pet_14573, 3365, 手套, 棒球
pet_15504, 3365, 手套, 棒球
pet_15848, 3360, 流汗, 補充水分
pet_15491, 3360, 流汗, 補充水分
pet_14952, 3360, 流汗, 補充水分
pet_8750, 3388, 拿碗, 添飯
pet_1861, 3388, 拿碗, 添飯
pet_15480, 3360, 流汗, 擦汗
pet_15387, 3360, 流汗, 擦汗
pet_14952, 3360, 流汗, 擦汗
pet_14568, 3412, 買飯吃, 拿錢
pet_14568, 3412, 買飯吃, 拿錢
pet_15551, 3360, 忍耐, 深呼吸
pet_15491, 3360, 忍耐, 深呼吸
