pet_22818, 3377, 雜貨店, 巧克力
pet_17883, 3365, 肺, 人體
pet_819, 3365, 肺, 生命
pet_819, 3365, 肺, 呼吸系統
pet_2358, 3365, 肺, 呼吸系統
pet_2358, 3365, 肺, 人體器官
pet_22961, 3365, 肺, 體內器官
pet_23510, 3380, 頭腦, 思考
pet_23311, 3380, 頭腦, 思考
pet_20310, 3380, 頭腦, 思考
pet_17984, 3380, 頭腦, 思考
pet_18171, 3380, 頭腦, 思考
pet_4733, 3380, 頭腦, 思考
pet_17984, 3380, 腦, 思考
pet_23524, 3380, 大腦, 思考
pet_17984, 3380, 大腦, 思考
pet_17984, 3380, 大腦, 思考
pet_20610, 3380, 大腦, 思考
pet_23784, 3380, 腦袋, 思考
pet_23778, 3380, 腦袋, 思考
pet_21292, 3380, 腦袋, 思考
pet_17984, 3380, 頭骨下面的腦, 思考
pet_17984, 3380, 頭骨下面的腦, 思考
pet_17984, 3380, 腦細胞, 思考
pet_17984, 3380, 腦細胞, 思考
pet_23510, 3380, 時間, 思考
pet_23784, 3380, 筆, 思考
pet_23778, 3380, 筆, 思考
pet_23784, 3380, 紙, 思考
pet_23778, 3380, 紙, 思考
pet_23784, 3380, 身旁的事物, 思考
pet_23784, 3380, 體力, 思考
pet_23684, 3380, 衛生紙, 流口水
pet_23851, 3380, 衛生紙, 流口水
pet_23817, 3380, 衛生紙, 流口水
pet_22191, 3380, 衛生紙, 流口水
pet_22136, 3380, 衛生紙, 流口水
pet_12134, 3380, 衛生紙, 流口水
pet_4072, 3380, 衛生紙, 流口水
pet_23631, 3380, 衛生紙, 流口水
pet_21019, 3380, 衛生紙, 流口水
pet_458, 3380, 衛生紙, 流口水
pet_23684, 3380, 手帕, 流口水
pet_12134, 3380, 手帕, 流口水
pet_21019, 3380, 手帕, 流口水
pet_22136, 3380, 手, 流口水
pet_23631, 3380, 手, 流口水
pet_23684, 3380, 面紙, 流口水
pet_23645, 3380, 面紙, 流口水
pet_23684, 3380, 紙巾, 流口水
pet_23753, 3380, 紙巾, 流口水
pet_12134, 3380, 紙巾, 流口水
pet_22191, 3380, 毛巾, 流口水
pet_22136, 3380, 毛巾, 流口水
pet_23728, 3380, 身體, 冥想
pet_21260, 3380, 身體, 冥想
pet_23467, 3380, 大腦, 冥想
pet_22631, 3380, 大腦, 冥想
pet_23512, 3380, 大腦, 冥想
pet_23633, 3380, 大腦, 冥想
pet_23728, 3380, 頭腦, 冥想
pet_23667, 3380, 頭腦, 冥想
pet_23667, 3380, 心, 冥想
pet_23728, 3380, 精神, 冥想
pet_23415, 3380, 腦袋, 冥想
pet_23415, 3380, 專心, 冥想
pet_23415, 3380, 閉眼睛, 冥想
pet_23415, 3380, 安靜, 冥想
pet_22631, 3380, 枕頭, 冥想
pet_22631, 3380, 打坐, 冥想
pet_22521, 3412, 拉, 爽
pet_23680, 3412, 拉, 肚子痛
pet_23264, 3412, 拉, 肚子痛
pet_23742, 3412, 拉, 把門關上
pet_23567, 3412, 拉, 把門關上
pet_23553, 3412, 喘氣, 想喝水
pet_23553, 3412, 喘氣, 想喝水
pet_23553, 3412, 喘氣, 呼吸
pet_23553, 3412, 喘氣, 呼吸
pet_23553, 3412, 喘氣, 很難呼吸
pet_23553, 3412, 喘氣, 累
pet_23553, 3412, 喘氣, 累
pet_23553, 3412, 喘氣, 口乾
pet_23553, 3412, 喘氣, 口乾
pet_22320, 3412, 喘氣, 不舒服
pet_22320, 3412, 喘氣, 想休息
pet_23509, 3412, 喘氣, 胸部起伏
pet_19806, 3412, 喘氣, 大口呼吸
pet_23467, 3412, 搖擺, 頭暈
pet_20531, 3412, 搖擺, 頭暈
pet_23621, 3412, 搖擺, 婀娜多姿
pet_23264, 3412, 搖擺, 晃動
pet_21107, 3412, 搖擺, 晃動
pet_23264, 3412, 搖擺, 晃動
pet_21107, 3412, 搖擺, 扭屁股
pet_23621, 3412, 搖擺, 重心不穩
pet_23509, 3412, 搖擺, 晃來晃去
pet_23509, 3412, 搖擺, 用到身體
pet_22271, 3412, 搖擺, 跳舞
pet_23869, 3380, 手, 敲門
pet_23684, 3380, 手, 敲門
pet_23775, 3380, 手, 敲門
pet_23654, 3380, 手, 敲門
pet_6493, 3380, 手, 敲門
pet_21107, 3380, 手, 敲門
pet_21959, 3380, 手, 敲門
pet_12020, 3380, 手, 敲門
pet_21399, 3380, 手, 敲門
pet_23641, 3380, 手指, 敲門
pet_23654, 3380, 手指, 敲門
pet_6493, 3380, 手指, 敲門
pet_23641, 3380, 手指, 敲門
pet_6493, 3380, 拳頭, 敲門
pet_23654, 3380, 門, 敲門
pet_23745, 3365, 右手, 身體
pet_22961, 3365, 右手, 身體
pet_8581, 3365, 右手, 身體
pet_23621, 3365, 右手, 身體
pet_23653, 3365, 右手, 身體
pet_15761, 3365, 右手, 身體
pet_8581, 3365, 右手, 手
pet_15761, 3365, 右手, 手
pet_8581, 3365, 右手, 人
pet_23653, 3365, 右手, 人
pet_15761, 3365, 右手, 人
pet_23621, 3365, 右手, 四肢
pet_23621, 3365, 右手, 身體活動
pet_23621, 3365, 右手, 肢體
pet_23745, 3365, 右手, 全身
pet_23745, 3365, 右手, 右邊
pet_23745, 3365, 右手, 手臂
pet_23745, 3365, 右手, 人生
pet_23567, 3412, 握手, 伸出手
pet_23510, 3412, 握手, 伸出手
pet_21134, 3412, 握手, 伸出手
pet_6493, 3412, 握手, 流手汗
pet_6493, 3412, 握手, 流手汗
pet_23612, 3412, 握手, 流手汗
pet_6493, 3412, 握手, 緊張
pet_6493, 3412, 握手, 緊張
pet_23612, 3412, 握手, 緊張
pet_22961, 3412, 握手, 先擦手汗
pet_6493, 3412, 握手, 愉快
pet_6493, 3412, 握手, 高興
pet_6493, 3412, 握手, 高興
pet_6493, 3412, 握手, 開心
pet_6493, 3412, 握手, 開心
pet_23510, 3412, 握手, 微笑
pet_23826, 3412, 握手, 點頭示好
pet_23854, 3365, 擴音器, 喇叭
pet_15829, 3365, 擴音器, 喇叭
pet_421, 3365, 擴音器, 喇叭
pet_23510, 3365, 擴音器, 喇叭
pet_23510, 3365, 擴音器, 喇叭
pet_23607, 3365, 擴音器, 喇叭
pet_21399, 3365, 擴音器, 喇叭
pet_23510, 3365, 擴音器, 麥克風
pet_23510, 3365, 擴音器, 麥克風
pet_23512, 3365, 擴音器, 麥克風
pet_15829, 3365, 擴音器, 音響
pet_421, 3365, 擴音器, 電視
pet_21107, 3412, 慢跑, 穿運動鞋
pet_21107, 3412, 慢跑, 先暖身
pet_21107, 3412, 慢跑, 先暖身
pet_12134, 3412, 慢跑, 準備水瓶
pet_12134, 3412, 慢跑, 穿慢跑鞋
pet_12134, 3412, 慢跑, 深呼吸喘氣
pet_12134, 3412, 慢跑, 計時
pet_6493, 3412, 慢跑, 開心
pet_6493, 3412, 慢跑, 運動
pet_4440, 3412, 比較, 有些得失心
pet_23634, 3412, 比較, 廣納資訊
pet_23773, 3412, 比較, 睡覺
pet_23773, 3412, 比較, 睡覺
pet_23773, 3412, 比較, 看書
pet_23773, 3412, 比較, 看書
pet_23773, 3412, 比較, 聽音樂
pet_23773, 3412, 比較, 聽音樂
pet_23773, 3412, 比較, 上PTT
pet_23773, 3412, 比較, 上PTT
pet_23773, 3412, 比較, 講電話
pet_23773, 3412, 比較, 講電話
pet_5796, 3365, 浴盆, 洗澡
pet_21483, 3365, 浴盆, 洗澡
pet_7930, 3365, 浴盆, 浴缸
pet_23231, 3365, 浴盆, 浴缸
pet_23742, 3365, 浴盆, 浴室
pet_7930, 3365, 浴盆, 浴室
pet_23740, 3365, 浴盆, 浴室
pet_23524, 3365, 浴盆, 浴室
pet_23231, 3365, 浴盆, 浴室
pet_23742, 3365, 浴盆, 我家浴室
pet_23826, 3365, 浴盆, 廁所
pet_23680, 3365, 浴盆, 廁所
pet_7930, 3365, 浴盆, 廁所
pet_23742, 3365, 浴盆, 盥洗用具
pet_23684, 3365, 浴盆, 泡澡用具
pet_23684, 3365, 浴盆, 泡澡用具
pet_23684, 3365, 浴盆, 泡澡設備
pet_23684, 3365, 浴盆, 泡澡設備
pet_23684, 3365, 浴盆, 泡澡的設備
pet_23684, 3365, 浴盆, 泡澡的設備
pet_23654, 3380, 空氣, 喘氣
pet_21514, 3380, 空氣, 喘氣
pet_23667, 3380, 肺, 喘氣
pet_5796, 3380, 肺, 喘氣
pet_23396, 3380, 肺, 喘氣
pet_23612, 3380, 肺, 喘氣
pet_21514, 3380, 肺, 喘氣
pet_23667, 3380, 嘴巴, 喘氣
pet_5796, 3380, 嘴巴, 喘氣
pet_19806, 3380, 嘴巴, 喘氣
pet_23654, 3380, 嘴巴, 喘氣
pet_23612, 3380, 嘴巴, 喘氣
pet_21514, 3380, 嘴巴, 喘氣
pet_23667, 3380, 鼻子, 喘氣
pet_19806, 3380, 鼻子, 喘氣
pet_23654, 3380, 鼻子, 喘氣
pet_23612, 3380, 鼻子, 喘氣
pet_21514, 3380, 鼻子, 喘氣
pet_23612, 3380, 擴張劑, 喘氣
pet_23654, 3380, 喉嚨, 喘氣
pet_23654, 3380, 氣管, 喘氣
pet_23773, 3380, 帳號, 登入
pet_3760, 3380, 帳號, 登入
pet_6493, 3380, 帳號, 登入
pet_6493, 3380, 帳號, 登入
pet_16700, 3380, 帳號, 登入
pet_23553, 3380, 帳號, 登入
pet_21310, 3380, 帳號, 登入
pet_23773, 3380, 密碼, 登入
pet_3760, 3380, 密碼, 登入
pet_6493, 3380, 密碼, 登入
pet_6493, 3380, 密碼, 登入
pet_16700, 3380, 密碼, 登入
pet_23553, 3380, 密碼, 登入
pet_21310, 3380, 密碼, 登入
pet_23773, 3380, 鍵盤, 登入
pet_23553, 3380, 鍵盤, 登入
pet_23645, 3380, 鍵盤, 登入
pet_23773, 3380, 手指, 登入
pet_23645, 3380, 手指, 登入
pet_16700, 3380, 滑鼠, 登入
pet_6493, 3380, 自己的帳號, 登入
pet_6493, 3380, 自己的帳號, 登入
pet_6493, 3380, 自己的密碼, 登入
pet_6493, 3380, 自己的密碼, 登入
pet_23654, 3380, 身體, 顫抖
pet_23654, 3380, 身體, 顫抖
pet_819, 3380, 身體, 顫抖
pet_23826, 3380, 熱水, 顫抖
pet_23567, 3380, 火爐, 顫抖
pet_23826, 3380, 棉被, 顫抖
pet_23567, 3380, 棉被, 顫抖
pet_23719, 3380, 肌肉, 顫抖
pet_20408, 3412, 蹲下, 頭暈
pet_22320, 3412, 蹲下, 頭暈
pet_23654, 3412, 蹲下, 拔草
pet_23654, 3412, 蹲下, 拔草
pet_23654, 3412, 蹲下, 看裙底
pet_22320, 3412, 蹲下, 腳彎曲
pet_23654, 3412, 蹲下, 種草
pet_20408, 3412, 蹲下, 腳麻
pet_20408, 3412, 蹲下, 腳麻
pet_23654, 3412, 蹲下, 腳痠
pet_23654, 3412, 蹲下, 玩手
pet_23654, 3412, 蹲下, 起立
pet_15658, 3412, 蹲下, 想坐下
pet_15658, 3412, 蹲下, 休息
pet_15658, 3412, 蹲下, 撿東西
pet_23826, 3380, 引擎, 發動
pet_23775, 3380, 引擎, 發動
pet_15674, 3380, 引擎, 發動
pet_23425, 3380, 引擎, 發動
pet_21495, 3380, 引擎, 發動
pet_23826, 3380, 鑰匙, 發動
pet_21107, 3380, 鑰匙, 發動
pet_23775, 3380, 鑰匙, 發動
pet_15674, 3380, 鑰匙, 發動
pet_23654, 3380, 鑰匙, 發動
pet_21495, 3380, 鑰匙, 發動
pet_23667, 3380, 馬達, 發動
pet_23667, 3380, 開關, 發動
pet_23826, 3380, 手, 發動
pet_23775, 3380, 手, 發動
pet_23684, 3380, 衛生紙, 悲傷
pet_23826, 3380, 衛生紙, 悲傷
pet_23775, 3380, 衛生紙, 悲傷
pet_20408, 3380, 衛生紙, 悲傷
pet_8794, 3380, 衛生紙, 悲傷
pet_20408, 3380, 眼淚, 悲傷
pet_20408, 3380, 眼淚, 悲傷
pet_23415, 3380, 眼淚, 悲傷
pet_8794, 3380, 眼淚, 悲傷
pet_23667, 3380, 關懷, 悲傷
pet_23684, 3380, 面紙, 悲傷
pet_23467, 3380, 面紙, 悲傷
pet_23484, 3380, 電腦, 星期一
pet_8581, 3380, 電腦, 星期一
pet_8581, 3380, 公車, 星期一
pet_8581, 3380, 女朋友, 星期一
pet_8581, 3380, 手機, 星期一
pet_23645, 3380, 咖啡, 星期一
pet_386, 3380, 記帳本, 星期一
pet_23645, 3380, 鬧鐘, 星期一
pet_386, 3380, 行事曆, 星期一
pet_386, 3380, 工作, 星期一
pet_23724, 3380, 書包, 星期一
pet_23724, 3380, 書包, 星期一
pet_23748, 3380, 書包, 星期一
pet_23724, 3380, 公事包, 星期一
pet_23724, 3380, 公事包, 星期一
pet_23724, 3380, 筆電, 星期一
pet_23724, 3380, 筆電, 星期一
pet_23724, 3380, 鉛筆, 星期一
pet_23724, 3380, 鉛筆, 星期一
pet_23724, 3380, 悠遊卡, 星期一
pet_23784, 3378, 細菌, 地下水
pet_23826, 3378, 細菌, 地下水
pet_23621, 3378, 細菌, 地下水
pet_23396, 3378, 細菌, 地下水
pet_23621, 3378, 髒東西, 地下水
pet_23784, 3378, 礦物質, 地下水
pet_23621, 3378, 礦物質, 地下水
pet_23425, 3378, 礦物質, 地下水
pet_23782, 3378, 水, 地下水
pet_23621, 3378, 水, 地下水
pet_23784, 3378, 很多, 地下水
pet_23784, 3378, 的可以喝, 地下水
pet_23784, 3378, 的不能喝, 地下水
pet_5459, 3378, 毒, 地下水
pet_23826, 3378, 毒, 地下水
pet_5459, 3378, 菌, 地下水
pet_23567, 3378, 耳朵, 獵豹
pet_23751, 3378, 耳朵, 獵豹
pet_23806, 3378, 眼睛, 獵豹
pet_23751, 3378, 眼睛, 獵豹
pet_23806, 3378, 鼻子, 獵豹
pet_23567, 3378, 鼻子, 獵豹
pet_23751, 3378, 鼻子, 獵豹
pet_23567, 3378, 牙齒, 獵豹
pet_23751, 3378, 牙齒, 獵豹
pet_23751, 3378, 舌頭, 獵豹
pet_23806, 3378, 尾巴, 獵豹
pet_23567, 3378, 尾巴, 獵豹
pet_22961, 3391, 總統, 領導
pet_318, 3391, 總統, 領導
pet_23742, 3391, 總統, 領導
pet_318, 3391, 士官長, 領導
pet_318, 3391, 長官, 領導
pet_318, 3391, 性格高傲的人, 領導
pet_23784, 3391, 毛澤東, 領導
pet_23784, 3391, 孫中山, 領導
pet_23784, 3391, 蔣介石, 領導
pet_23784, 3391, 鄧小平, 領導
pet_23784, 3391, 陳水扁, 領導
pet_23751, 3365, 新紀元, 日期
pet_23751, 3365, 新紀元, 世界
pet_23751, 3365, 新紀元, 日曆
pet_386, 3365, 新紀元, 新世紀
pet_5796, 3365, 新紀元, 新世紀
pet_23784, 3365, 新紀元, 歷史
pet_23897, 3365, 新紀元, 未來
pet_23826, 3365, 新紀元, 未來
pet_23873, 3365, 新紀元, 創新
pet_23873, 3365, 新紀元, 改革
pet_23873, 3365, 新紀元, 進化
pet_20785, 3370, 骨質疏鬆, 衰老
pet_23851, 3370, 骨質疏鬆, 衰老
pet_23137, 3370, 骨質疏鬆, 衰老
pet_20785, 3370, 頭髮變白, 衰老
pet_23364, 3370, 頭髮變白, 衰老
pet_463, 3370, 皺紋, 衰老
pet_23654, 3370, 皺紋, 衰老
pet_23851, 3370, 體能變差, 衰老
pet_23851, 3370, 記憶力變差, 衰老
pet_23851, 3370, 老花眼, 衰老
pet_20785, 3370, 身體機能退化, 衰老
pet_20785, 3370, 記憶力退化, 衰老
pet_23684, 3370, 眼下長細紋, 衰老
pet_23684, 3370, 眼角魚尾紋, 衰老
pet_23684, 3370, 魚尾紋, 衰老
pet_23684, 3370, 眼角長魚尾紋, 衰老
pet_5459, 3357, 不祥的, 壞事
pet_23680, 3357, 不祥的, 壞事
pet_23801, 3357, 不祥的, 血光之災
pet_3760, 3357, 不祥的, 厄運
pet_23801, 3357, 不祥的, 厄運
pet_5459, 3357, 不祥的, 衰事
pet_386, 3370, 吸血鬼, 傳說
pet_23801, 3370, 吸血鬼, 傳說
pet_23801, 3370, 吸血鬼, 傳說
pet_23415, 3370, 吸血鬼, 傳說
pet_23456, 3370, 吸血鬼, 傳說中的人物
pet_23456, 3370, 吸血鬼, 虛擬人物
pet_23801, 3370, 吸血鬼, 虛擬角色
pet_23801, 3370, 吸血鬼, 電影題材
pet_23001, 3370, 吸血鬼, 電影的好題材
pet_23001, 3370, 吸血鬼, 神秘的傳說
pet_5796, 3370, 吸血鬼, 幻想角色
pet_5796, 3370, 吸血鬼, 幻想人物
pet_5796, 3370, 吸血鬼, 虛構人物
pet_5796, 3370, 吸血鬼, 虛構角色
pet_5796, 3370, 吸血鬼, 變種人
pet_23415, 3412, 老實, 說實話
pet_23684, 3412, 老實, 放空
pet_23851, 3412, 老實, 誠實
pet_23851, 3412, 老實, 誠實
pet_23784, 3412, 老實, 誠實
pet_23784, 3412, 老實, 靦腆
pet_23784, 3412, 老實, 真心誠意
pet_23784, 3412, 老實, 被人相信
pet_23851, 3412, 老實, 坦白
pet_23851, 3412, 老實, 坦白
pet_23230, 3380, 清理, 客人來
pet_23230, 3380, 清理, 過年大掃除
pet_23230, 3380, 清理, 派對結束
pet_23851, 3380, 清理, 不整潔
pet_386, 3380, 清理, 打掃
pet_23851, 3380, 清理, 不乾淨
pet_23851, 3380, 清理, 髒
pet_23851, 3380, 清理, 不整齊
pet_23784, 3380, 手, 失足
pet_23765, 3380, 手, 失足
pet_23765, 3380, 護膝, 失足
pet_23751, 3380, OK繃, 失足
pet_23765, 3380, OK繃, 失足
pet_23765, 3380, 優碘, 失足
pet_23751, 3380, 優碘, 失足
pet_23765, 3380, 優碘, 失足
pet_23784, 3380, 義肢, 失足
pet_23784, 3380, 朋友, 失足
pet_23784, 3380, 藥膏, 失足
pet_23765, 3380, 雙手, 失足
pet_23851, 3380, 雙手, 失足
pet_23765, 3380, 地板, 失足
pet_23851, 3380, 地板, 失足
pet_3760, 3384, 賣方, 出價
pet_23684, 3384, 賣方, 接受面交
pet_3760, 3384, 賣方, 耍手段
pet_3760, 3384, 賣方, 欺騙
pet_23905, 3384, 賣方, 抬高價錢
pet_23801, 3384, 賣方, 抬高價錢
pet_23709, 3384, 賣方, 提高價格
pet_23709, 3384, 賣方, 叫你簽約
pet_23784, 3384, 浪費, 遭天譴
pet_23510, 3384, 浪費, 遭天譴
pet_23823, 3384, 浪費, 被罵
pet_23510, 3384, 浪費, 被罵
pet_3760, 3384, 浪費, 沒錢
pet_23510, 3384, 浪費, 沒錢
pet_23784, 3384, 浪費, 被打屁股
pet_23784, 3384, 浪費, 變成習慣
pet_23784, 3384, 浪費, 讓你減少資產
pet_23784, 3384, 浪費, 讓媽媽生氣
pet_3760, 3384, 浪費, 遭報應
pet_3760, 3384, 浪費, 破產
pet_3760, 3384, 浪費, 害到自己
pet_3760, 3384, 浪費, 糟蹋糧食
pet_386, 3380, 熱水, 洗澡
pet_23846, 3380, 熱水, 洗澡
pet_21107, 3380, 熱水, 洗澡
pet_23512, 3380, 熱水, 洗澡
pet_20408, 3380, 熱水, 洗澡
pet_23846, 3380, 熱水, 泡麵
pet_21107, 3380, 熱水, 泡麵
pet_23512, 3380, 熱水, 泡麵
pet_20408, 3380, 熱水, 泡麵
pet_23512, 3380, 熱水, 泡茶
pet_20408, 3380, 熱水, 泡茶
pet_23801, 3380, 熱水, 冬天洗澡
pet_23801, 3380, 熱水, 泡溫泉
pet_386, 3380, 熱水, 泡泡麵
pet_23801, 3380, 熱水, 泡泡麵
pet_386, 3380, 熱水, 煮菜
pet_23801, 3380, 熱水, 喉嚨痛
pet_23801, 3380, 熱水, 那個來
pet_386, 3380, 乳糖, 料理
pet_13236, 3380, 乳糖, 喝咖啡
pet_23709, 3380, 乳糖, 喝咖啡
pet_23709, 3380, 乳糖, 喝咖啡
pet_13236, 3380, 乳糖, 喝奶茶
pet_23709, 3380, 乳糖, 喝奶茶
pet_22372, 3380, 乳糖, 昏倒
pet_6493, 3380, 乳糖, 肚子很餓
pet_23684, 3370, 宗教信仰, 心靈寄託
pet_23802, 3370, 宗教信仰, 心靈寄託
pet_5459, 3370, 宗教信仰, 信仰
pet_23797, 3370, 宗教信仰, 信仰
pet_23943, 3370, 宗教信仰, 迷信
pet_23846, 3370, 宗教信仰, 迷信
pet_23797, 3370, 宗教信仰, 迷信
pet_23802, 3370, 宗教信仰, 依靠
pet_4072, 3370, 宗教信仰, 個人信仰
pet_23654, 3370, 宗教信仰, 寄託
pet_17702, 3370, 宗教信仰, 心靈安慰
pet_23797, 3384, 景觀, 變幻
pet_23797, 3384, 景觀, 變化
pet_23797, 3384, 景觀, 變動
pet_23797, 3384, 景觀, 變換
pet_3760, 3384, 景觀, 變
pet_23784, 3384, 景觀, 變
pet_23784, 3384, 景觀, 讓人快樂
pet_23784, 3384, 景觀, 使人憂傷
pet_23784, 3384, 景觀, 成為記憶
pet_23784, 3384, 景觀, 被破壞
pet_3760, 3384, 景觀, 引人注目
pet_23905, 3384, 景觀, 改變
pet_23869, 3384, 景觀, 好看
pet_23957, 3384, 拜拜, 膜拜
pet_23873, 3384, 拜拜, 膜拜
pet_23654, 3384, 拜拜, 膜拜
pet_6493, 3384, 看到神, 膜拜
pet_23654, 3384, 看到神, 膜拜
pet_23808, 3384, 人類, 膜拜
pet_2695, 3384, 信徒, 膜拜
pet_23183, 3384, 信徒, 膜拜
pet_386, 3384, 信徒, 膜拜
pet_22372, 3384, 信徒, 膜拜
pet_7930, 3384, 信徒, 膜拜
pet_20408, 3384, 信徒, 膜拜
pet_22372, 3384, 巫師, 膜拜
pet_22372, 3384, 教徒, 膜拜
pet_22372, 3384, 祭司, 膜拜
pet_386, 3384, 信眾, 膜拜
pet_2695, 3384, 宗教信仰者, 膜拜
pet_6493, 3384, 去廟裡, 膜拜
pet_6493, 3384, 祈禱, 膜拜
pet_23134, 3384, 博弈, 輸錢
pet_23467, 3384, 博弈, 輸錢
pet_23134, 3384, 博弈, 贏錢
pet_23467, 3384, 博弈, 贏錢
pet_23134, 3384, 博弈, 出老千
pet_23134, 3384, 博弈, 被抓到出老千
pet_23967, 3384, 博弈, 沉迷
pet_23967, 3384, 博弈, 沉迷
pet_23967, 3384, 博弈, 成長
pet_23967, 3384, 博弈, 成長
pet_23967, 3384, 博弈, 進步
pet_23967, 3384, 博弈, 進步
pet_23967, 3384, 博弈, 變好
pet_23967, 3384, 博弈, 變好
pet_23967, 3384, 博弈, 變壞
pet_23967, 3384, 博弈, 變壞
pet_386, 3380, 拖把, 清理
pet_23680, 3380, 拖把, 清理
pet_20408, 3380, 拖把, 清理
pet_8581, 3380, 拖把, 清理
pet_23680, 3380, 水桶, 清理
pet_8581, 3380, 水桶, 清理
pet_386, 3380, 掃把, 清理
pet_23709, 3380, 掃把, 清理
pet_23680, 3380, 掃把, 清理
pet_20408, 3380, 掃把, 清理
pet_8581, 3380, 掃把, 清理
pet_23709, 3380, 水, 清理
pet_20408, 3380, 水, 清理
pet_386, 3380, 清潔劑, 清理
pet_20408, 3380, 清潔劑, 清理
pet_386, 3380, 抹布, 清理
pet_23709, 3380, 抹布, 清理
pet_23680, 3380, 抹布, 清理
pet_20408, 3380, 抹布, 清理
pet_386, 3380, 垃圾袋, 清理
pet_23183, 3380, 普拿疼, 偏頭痛
pet_23183, 3380, 普拿疼, 偏頭痛
pet_21107, 3380, 普拿疼, 偏頭痛
pet_23467, 3380, 普拿疼, 偏頭痛
pet_23467, 3380, 請假單, 偏頭痛
pet_23183, 3380, 醫生, 偏頭痛
pet_23869, 3380, 醫生, 偏頭痛
pet_23797, 3380, 醫生, 偏頭痛
pet_23183, 3380, 按摩, 偏頭痛
pet_23183, 3380, 按摩, 偏頭痛
pet_23183, 3380, 止痛藥, 偏頭痛
pet_23183, 3380, 止痛藥, 偏頭痛
pet_23797, 3399, 個人主義, 獨特
pet_23797, 3399, 個人主義, 獨立
pet_23797, 3399, 個人主義, 個人
pet_23797, 3399, 個人主義, 特別
pet_23826, 3399, 個人主義, 需要
pet_23765, 3399, 個人主義, 自我中心
pet_3760, 3399, 個人主義, 自我中心
pet_24008, 3399, 個人主義, 自私
pet_9930, 3399, 個人主義, 自私
pet_4440, 3399, 個人主義, 自私
pet_3760, 3399, 個人主義, 自私
pet_5459, 3399, 個人主義, 討厭
pet_23797, 3370, 菠菜, 菜市場賣的菜
pet_23797, 3370, 菠菜, 可以吃的東西
pet_23510, 3370, 菠菜, 青菜
pet_23797, 3370, 菠菜, 青菜
pet_21959, 3370, 菠菜, 食物
pet_23510, 3370, 菠菜, 食物
pet_23869, 3370, 菠菜, 食物
pet_23797, 3370, 菠菜, 食物
pet_21959, 3370, 菠菜, 蔬菜
pet_23869, 3370, 菠菜, 蔬菜
pet_23826, 3370, 菠菜, 蔬菜
pet_23797, 3370, 菠菜, 蔬菜
pet_21959, 3370, 菠菜, 植物
pet_23510, 3370, 菠菜, 植物
pet_23869, 3370, 菠菜, 植物
pet_23826, 3370, 菠菜, 植物
pet_23826, 3370, 菠菜, 食品
pet_23510, 3370, 菠菜, 綠葉植物
pet_23510, 3370, 菠菜, 好吃的東西
pet_23510, 3378, 小草, 山坡
pet_23709, 3378, 小草, 山坡
pet_23510, 3378, 樹, 山坡
pet_23851, 3378, 樹, 山坡
pet_23845, 3378, 樹, 山坡
pet_17950, 3378, 花, 山坡
pet_23851, 3378, 花, 山坡
pet_23510, 3378, 泥土, 山坡
pet_22271, 3378, 花兒, 山坡
pet_3760, 3386, 轉彎, 避免相撞
pet_3760, 3386, 轉彎, 躲開仇家
pet_23510, 3386, 轉彎, 繼續走
pet_23510, 3386, 轉彎, 不撞牆
pet_23510, 3386, 轉彎, 不撞電線桿
pet_23823, 3377, 教室, 鏡片
pet_5796, 3377, 眼鏡行, 鏡片
pet_21257, 3377, 眼鏡行, 鏡片
pet_23823, 3377, 眼鏡行, 鏡片
pet_23873, 3377, 玻璃, 鏡片
pet_5796, 3377, 望遠鏡, 鏡片
pet_23869, 3391, 做錯事, 斥責
pet_23826, 3391, 做錯事, 斥責
pet_23654, 3391, 打抱不平, 斥責
pet_23418, 3391, 老師, 斥責
pet_22271, 3391, 老師, 斥責
pet_5796, 3357, 結婚, 婚姻
pet_23654, 3357, 結婚, 婚姻
pet_5796, 3357, 結婚, 婚姻
pet_5703, 3357, 結婚, 婚姻
pet_23992, 3357, 愛情, 婚姻
pet_23510, 3357, 愛情, 婚姻
pet_23684, 3357, 愛情, 婚姻
pet_23510, 3357, 交男朋友, 婚姻
pet_23510, 3357, 交女朋友, 婚姻
pet_23510, 3357, 交女朋友, 婚姻
pet_23510, 3357, 戀情, 婚姻
pet_22372, 3357, 邂逅, 婚姻
pet_5796, 3357, 被愛沖昏頭, 婚姻
pet_5796, 3357, 父母的期許, 婚姻
pet_23654, 3357, 兩情相悅, 婚姻
pet_23992, 3357, 兩心相知, 婚姻
pet_19806, 3357, 姻緣, 婚姻
pet_23965, 3380, 用具, 筷子
pet_23869, 3380, 用具, 掃地
pet_197, 3380, 用具, 洗澡
pet_197, 3380, 用具, 洗澡
pet_197, 3380, 用具, 寫字
pet_197, 3380, 用具, 寫字
pet_23817, 3380, 用具, 種花
pet_23684, 3370, 新郎, 身分
pet_23684, 3370, 新郎, 身分
pet_23684, 3370, 新郎, 幸福的身分
pet_23684, 3370, 新郎, 幸福的身分
pet_23873, 3370, 新郎, 男性
pet_5796, 3370, 新郎, 人
pet_23510, 3370, 新郎, 人
pet_5796, 3370, 新郎, 人類
pet_23851, 3370, 忽略, 無視
pet_23510, 3370, 忽略, 無視
pet_386, 3370, 漠視, 無視
pet_23873, 3370, 當看不見, 無視
pet_23851, 3370, 逃避, 無視
pet_23001, 3370, 狂妄, 無視
pet_5796, 3370, 視而不見, 無視
